source,jurisdiction,level,section,book,parent_title,node_title,normalized_title,node_type,suggested_saudi_domain,suggested_saudi_nizam,suggested_saudi_nizam_chapter,suggested_saudi_article_ref,saudi_nizam_url,suggested_hakeem_issue_path,mapping_type,confidence,needs_human_review
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الأركان,مسايل التحوط من الربا الاركان,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الأركان,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الشروط المعتبرة,مسايل التحوط من الربا الشروط المعتبره,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الشروط المعتبرة,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الأنواع والأقسام,مسايل التحوط من الربا الانواع والاقسام,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الأنواع والأقسام,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الصور والتطبيقات,مسايل التحوط من الربا الصور والتطبيقات,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الصور والتطبيقات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الموانع وما يبطله ويفسده,مسايل التحوط من الربا الموانع وما يبطله ويفسده,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الموانع وما يبطله ويفسده,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الآثار والأحكام المترتبة,مسايل التحوط من الربا الاثار والاحكام المترتبه,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الآثار والأحكام المترتبة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الضمان والمسؤولية,مسايل التحوط من الربا الضمان والمسووليه,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الضمان والمسؤولية,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الخيار والفسخ والانفساخ,مسايل التحوط من الربا الخيار والفسخ والانفساخ,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الخيار والفسخ والانفساخ,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: النزاع وطرق الإثبات,مسايل التحوط من الربا النزاع وطرق الاثبات,evidence_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: النزاع وطرق الإثبات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: التكييف النظامي السعودي,مسايل التحوط من الربا التكييف النظامي السعودي,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: التكييف النظامي السعودي,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: التطبيقات والنوازل المعاصرة,مسايل التحوط من الربا التطبيقات والنوازل المعاصره,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: التطبيقات والنوازل المعاصرة,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,الربا والصرف,مسائل التحوّط من الربا,مسائل التحوّط من الربا: الخلاف الفقهي بين المذاهب الأربعة,مسايل التحوط من الربا الخلاف الفقهي بين المذاهب الاربعه,commercial_issue,المعاملات التجارية,نظام المعاملات المدنية,أحكام العقد > محل العقد ومشروعيته (مع مراعاة منع الربا),يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > الربا والصرف > مسائل التحوّط من الربا > مسائل التحوّط من الربا: الخلاف الفقهي بين المذاهب الأربعة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,2,المعاملات المالية,السَّلَم والاستصناع,المعاملات المالية,السَّلَم والاستصناع,السلم والاستصناع,fiqh_book,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,3,المعاملات المالية,السَّلَم والاستصناع,السَّلَم والاستصناع,شروط السلم,شروط السلم,fiqh_chapter,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم,fiqh_seed,0.75,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: التعريف والمفهوم,شروط السلم التعريف والمفهوم,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: التعريف والمفهوم,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الحكم والمشروعية,شروط السلم الحكم والمشروعيه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الحكم والمشروعية,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الأركان,شروط السلم الاركان,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الأركان,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الأنواع والأقسام,شروط السلم الانواع والاقسام,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الأنواع والأقسام,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الصور والتطبيقات,شروط السلم الصور والتطبيقات,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الصور والتطبيقات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الموانع وما يبطله ويفسده,شروط السلم الموانع وما يبطله ويفسده,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الموانع وما يبطله ويفسده,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الآثار والأحكام المترتبة,شروط السلم الاثار والاحكام المترتبه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الآثار والأحكام المترتبة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الضمان والمسؤولية,شروط السلم الضمان والمسووليه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الضمان والمسؤولية,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الخيار والفسخ والانفساخ,شروط السلم الخيار والفسخ والانفساخ,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الخيار والفسخ والانفساخ,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: النزاع وطرق الإثبات,شروط السلم النزاع وطرق الاثبات,evidence_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: النزاع وطرق الإثبات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: التكييف النظامي السعودي,شروط السلم التكييف النظامي السعودي,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: التكييف النظامي السعودي,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: التطبيقات والنوازل المعاصرة,شروط السلم التطبيقات والنوازل المعاصره,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: التطبيقات والنوازل المعاصرة,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,شروط السلم,شروط السلم: الخلاف الفقهي بين المذاهب الأربعة,شروط السلم الخلاف الفقهي بين المذاهب الاربعه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > شروط السلم > شروط السلم: الخلاف الفقهي بين المذاهب الأربعة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,3,المعاملات المالية,السَّلَم والاستصناع,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم وراس ماله,fiqh_chapter,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله,fiqh_seed,0.75,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: التعريف والمفهوم,محل السلم وراس ماله التعريف والمفهوم,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: التعريف والمفهوم,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الحكم والمشروعية,محل السلم وراس ماله الحكم والمشروعيه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الحكم والمشروعية,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الأركان,محل السلم وراس ماله الاركان,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الأركان,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الشروط المعتبرة,محل السلم وراس ماله الشروط المعتبره,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الشروط المعتبرة,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الأنواع والأقسام,محل السلم وراس ماله الانواع والاقسام,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الأنواع والأقسام,fiqh_seed,0.8,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الصور والتطبيقات,محل السلم وراس ماله الصور والتطبيقات,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الصور والتطبيقات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الموانع وما يبطله ويفسده,محل السلم وراس ماله الموانع وما يبطله ويفسده,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الموانع وما يبطله ويفسده,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الآثار والأحكام المترتبة,محل السلم وراس ماله الاثار والاحكام المترتبه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الآثار والأحكام المترتبة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الضمان والمسؤولية,محل السلم وراس ماله الضمان والمسووليه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الضمان والمسؤولية,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الخيار والفسخ والانفساخ,محل السلم وراس ماله الخيار والفسخ والانفساخ,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الخيار والفسخ والانفساخ,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: النزاع وطرق الإثبات,محل السلم وراس ماله النزاع وطرق الاثبات,evidence_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: النزاع وطرق الإثبات,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: التكييف النظامي السعودي,محل السلم وراس ماله التكييف النظامي السعودي,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: التكييف النظامي السعودي,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: التطبيقات والنوازل المعاصرة,محل السلم وراس ماله التطبيقات والنوازل المعاصره,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: التطبيقات والنوازل المعاصرة,fiqh_seed,0.55,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,محل السلم ورأس ماله,محل السلم ورأس ماله: الخلاف الفقهي بين المذاهب الأربعة,محل السلم وراس ماله الخلاف الفقهي بين المذاهب الاربعه,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > محل السلم ورأس ماله > محل السلم ورأس ماله: الخلاف الفقهي بين المذاهب الأربعة,fiqh_seed,0.7,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,3,المعاملات المالية,السَّلَم والاستصناع,السَّلَم والاستصناع,الاستصناع,الاستصناع,fiqh_chapter,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > الاستصناع,fiqh_seed,0.75,True
Kuwaiti Fiqh Encyclopedia (الموسوعة الفقهية الكويتية),Fiqh,4,المعاملات المالية,السَّلَم والاستصناع,الاستصناع,الاستصناع: التعريف والمفهوم,الاستصناع التعريف والمفهوم,transactions_issue,المعاملات المدنية / التجارية,نظام المعاملات المدنية,العقود الناقلة للملكية > البيع / الاستصناع,يُحدَّد بالمراجعة,https://laws.moj.gov.sa/ar/legislation/PBbHmywh1XMp-Kyv3NtQLg,المعاملات المالية > السَّلَم والاستصناع > الاستصناع > الاستصناع: التعريف والمفهوم,fiqh_seed,0.8,True
